Name                                              Stmts   Miss  Cover
enrobie/robie/threads/test/test_plugin.py            24      0   100%
enrobie/robie/threads/test/test_thread.py            25      0   100%
enrobie/robie/threads/thread.py                      94      0   100%
enrobie/utils/__init__.py                             5      0   100%
enrobie/utils/child.py                               18      0   100%
enrobie/utils/importer.py                             6      0   100%
enrobie/utils/param.py                               29      0   100%
enrobie/utils/test/__init__.py                        0      0   100%
enrobie/utils/test/test_child.py                     20      0   100%
enrobie/utils/test/test_importer.py                   4      0   100%
enrobie/utils/test/test_param.py                     16      0   100%
enrobie/utils/test/test_thread.py                    18      0   100%
enrobie/utils/thread.py                              14      0   100%
---------------------------------------------------------------------
TOTAL                                              4243     19    99%
